id:ID(Topic),Name,Uuid
165,chainsaw,665d9741-176a-4fb1-9cdd-736f16689f70
166,male sitting on a toilet,3956fa99-0851-49cf-a188-b8428ce24ce9
167,bondage,d25e2c6e-2629-4844-a29f-259f7b053a7a
168,syringe,55d50809-58c4-4c1b-a168-6a7d6a45aa9e
169,hit by a car,88a8e9eb-0f93-4f74-8d7c-8489272396a6
170,shop owner,fcfbfc7c-1803-47b1-a85f-2d901ec32535
171,silencer,45bd84b2-e703-4347-9e64-5187a23ddd00
172,homage,055d93ad-f177-4006-a913-e97fd6de99b6
173,voyeurism,23efad60-3080-476c-8e96-0d4c00078612
174,shouting,9b8ba3ec-ab20-4f8b-9ef4-7b68b5c374b9
175,corruption,6167e287-a17a-4e8a-994a-76ed75ed21ba
176,blockbuster,28f8bea3-c279-4ac5-b6d4-32cee3a87566
177,shootout,a051ce9b-59c3-41af-8674-b7735ba6d3e9
178,voyeur,b0ca91a3-bf99-4e16-8253-404b73df405a
179,nurse,1a9cfc0d-c943-491d-b53a-1ef784fa8ab4
180,silenced machine gun,2082cd12-30f0-498b-a1fd-34bcec1f9474
181,brushing teeth,8c7bd34d-8711-4264-81d5-caf3aff8880b
182,shot multiple times,f322abde-7f58-41c4-9ff2-7b532a3b47a8
183,murder by gunshot,31866476-0f0a-4cbc-9023-0484fea8ecdb
184,famous line,a95a0d8d-e536-4cd1-8994-fb915526e607
185,toaster,096beb5f-8de2-4269-b661-845dfaed83ab
186,muzzle,8a4e83eb-06f6-40fe-bc45-974ae6a73d64
187,running for your life,34c5b790-517e-4dc7-beef-de647d0fa86d
188,knocked out with gun butt,e5335a72-0f31-4902-95af-efd0f0ae50d7
189,deception,533449ae-147d-4593-ba05-9ca2413f920d
190,head blown off,857a3381-f01c-49b3-96cd-0cb45ef08936
191,telling a joke,561f5e39-2966-4d13-8d7e-7eeb0cdd3753
192,forming a square in the air,cbf018d4-e20b-4f15-b9e2-c283f568d5b8
193,tongue piercing,264f1e32-7554-49fd-a923-a01c93c9b6e7
194,basement,6852c46f-8161-43c3-b48f-d9c26f0c4692
195,bible quote,e6002629-3349-4018-8e49-ab6efe803e42
196,snorting cocaine,919b85cb-6c19-4b4c-8884-a623bc75c866
197,talking to one's self in a mirror,87717f1c-8eed-42a2-824a-dc2f071cde75
198,mullet,f9ac9f0e-7caa-4a34-917f-34bb73345868
199,controversy,27eea75e-45ad-441c-bd07-cb074217a10a
200,movie reference,ad0e04d0-acc1-4174-938c-0551b839ea7e
201,n word,bb6d8318-596b-4c3b-8a8b-a9081539d69c
202,garden hose,a869459b-d459-4936-8c95-81725d913e4f
203,father son relationship,b6107706-4397-4b5b-8b02-6de95ce8e6ca
204,held at gunpoint,383cc62f-06a8-4514-8ab2-224ebd9f4160
205,zentai,847b588b-dee8-4877-9254-32ad562f2733
206,implied cunnilingus,a0470b6e-9943-422d-98e6-32708c197f84
207,blonde,e301d0c5-1d76-4c3f-bfcd-3dfdef5b74fd
208,interruption,39af8b62-8d3c-4189-9a38-1c8e2399f6e8
209,male rape,849ca967-4662-40c6-a798-9668220d5a39
210,anal rape,9387e353-e761-4165-9d3c-b12f4f923ca0
211,machine gun,b35ab885-0b9e-4729-863c-a21d0b4d7988
212,cult director,a5ef48f4-803e-494a-8740-94e8f24adcbf
213,chopper,28547417-df99-4c3e-a67b-a3f848e6f80f
214,joke,2cdd50fa-3cd2-4b84-8f3e-43a6ab1fbb67
215,blowing a kiss,0e7f0b84-66bc-424b-8a19-f05e18e7eb84
216,hamburger,e306e837-955a-4971-943e-b745c3dabac5
217,shot in the leg,c009df0a-c041-4523-b591-a01783f773b0
218,actor director,3c060c7c-9332-4c17-8fa0-a7949804a793
219,pack of money,e1a29bcb-7f59-47ab-a8d5-aae3067603af
220,bar,32e6a759-ade1-4b51-a960-4c8fe43ec0ba
221,on the run,9a486380-d175-45e1-854e-3e906c1f5b34
222,person in car trunk,ae384660-cc5c-4a68-99b7-0b7d19e759cd
223,interlinked stories,69b31f8d-25cf-4e73-9dd5-c7d1d2bede0e
224,drug dealer,fd39626f-ae90-4aa1-93a0-1329346d25d8
225,man wearing a pony tail,b6383f55-301a-405d-b2dd-a13bbdbce66f
226,actor director writer,e8caef98-6f3b-4620-98d7-5cd70069cea5
227,rape,59511aaa-8442-46bf-beb5-42a1e270f92f
228,impersonating buddy holly,3752a073-66ad-4955-a64f-94ec7d07c96b
229,pot smoking,96938c54-3b2d-4a03-be10-8ebcc7584462
230,pawnshop,c12f5497-e559-48e2-b140-9ce74d3a3416
231,shot in the face,4d7f4052-bf37-4ac5-b696-cf15a607f5b5
232,bullet hole,45167ddb-468a-448d-9d2f-06fcdf7c8ab8
233,motorcycle,c2f92836-3b6e-4183-b608-98d571f48ff9
234,uniform,f4eb6db8-4a85-4cee-a7c8-1e35f684d73c
235,gay rape,90c146e0-8083-401f-87ef-35d16f5416cd
236,panties,12ba8e41-f04a-4d84-898d-1b25c10b45fe
237,covered in blood,379b34e8-ea61-4e51-915b-a014efe6aae8
238,gay sex,0ab9d974-3daa-4253-a874-ec4904700aea
239,strip club,7fe1ab09-6fc0-4386-914c-397346774aa8
240,armed robbery,b1fdb2ab-7de7-48e9-ae00-2b8ab4e38268
241,loyalty,bd1e1ea5-da10-4394-93cb-e066b4ba49e6
242,afro,99d3afa6-c29d-4f10-b24e-5ff74976c7ae
243,two man army,81d12ea6-6702-433a-83d0-6b6512078acc
244,los angeles california,f33f27bb-6306-4453-9c44-e29987d982ef
245,lifting someone into the air,16b802d7-5ce1-4906-ba85-c234f148c9f8
246,restroom,7b5955d1-fda4-4d4d-bed4-1358f7170ac4
247,drug use,08403fbf-6f40-4cba-94aa-e734512bc066
248,organized crime,e575c7db-5af3-48b2-805a-424dc7e52b08
249,problem solver,b5d1245a-018b-4dc5-8c0c-405d490b48c3
250,cult film,51890095-2097-4f8a-a727-9b57f355f9e3
251,murder,fc520ff6-87a2-43ba-a345-2b78037527f8
252,torture,1ebdb177-eda5-4c50-bd80-8b1a29084b8e
253,falling asleep,41035a61-f890-4c88-a663-845472124c45
254,marijuana joint,2a5f74ae-a5b2-45f3-a350-56575a17217b
255,shot in the head,1c57c69b-4dcc-4fcc-b91a-5bac964d56a2
256,rescue,7d9938c1-88c3-4cfb-aec9-a7b71481cd43
257,machismo,cc179b90-1356-4565-bea7-b613b27cdb35
258,male in shower,87428a37-d48c-4b19-973b-6b09023cff38
259,convertible,7ebff33f-c456-415a-9713-0d1cf023f9f0
260,director cameo,38040638-a2fc-4017-9556-238743a1786b
261,gun held to head,6b80ef6d-08f6-4c2e-8050-9a3bceacd1e2
262,foot massage,1bc7682d-5b28-401f-9b5c-c39ed788e498
263,military dress uniform,352957b4-190b-49ff-84d2-3618789f601d
264,bloody mouth,3d2600a4-3fec-4553-8fc1-5cc19218934e
265,cocaine,5a5afe9c-0adf-437b-98c8-71603dfe0289
266,off screen murder,0614023b-4f33-4e6a-b081-6017207120b3
267,wristwatch,ce366bc4-96d7-4769-9a8b-35921dd7ca55
268,number 666,e91120ea-b427-4864-b062-1031be952f6e
269,gunshot wound,4634c92c-4293-4e17-930b-79ef5fff7fce
270,uzi,ba6d76df-5a1f-485f-ab58-931bc1466101
271,coming of age,87c44c54-5536-4574-acc7-bd052ea1055a
272,blood stain,364e8219-07be-4c7c-96e3-633f1d04a299
273,buddy,da0c8348-23bc-429a-a1b8-1df300a8ab26
274,double cross,10eb8bf8-9b5d-4c5a-bc49-de72f5a45060
275,sprayed with water,7647794a-3220-498e-a77a-4117f74523ee
276,blue panties,58d2d7f0-dc27-4e81-8c1d-37735dc79947
277,accidental shooting,e4fc7201-b3dc-4b73-a5a6-6862c744b744
278,bare feet,26cf64a9-47e8-4374-aeef-a17a645aa906
279,shot repeatedly,fe30d5d9-39e8-41ca-aeb2-5096a7f8c3fa
280,robbery,e1e72f4c-679e-4431-a5f7-b047943eba66
281,lingerie,042dfe5d-38c6-4dc3-80ec-5bba7e4c670c
282,multiple storyline,12988ddc-cfa5-41ca-8d48-01b1a48dfce7
283,biblical passage,e32132c1-06dd-448b-b4b2-e498be81755c
284,body piercing,9ef762cf-85e6-4dbb-bf97-4910d5cb11dc
285,car driving,6d43f68d-5134-4807-baed-740f3d1c8aff
286,shot to death,e029b773-dc28-45a1-b53d-9b6dd58802d1
287,car crash,b6c1083e-909e-4b08-b174-74d561d23932
288,eeny meeny miny moe,300701f2-829a-42df-b162-ea99400f66e5
289,phone booth,fdac6804-f5f2-4a15-b8b5-a4a7fb1865de
290,oral sex,a256ecf2-6f17-45b3-b902-11b19bfdb4a1
291,mirror,55a9fe7c-9b2b-4062-8442-c958ab844193
292,cardiac injection,dd77b220-ab4a-41e3-ab9f-5343c1612e16
293,pump action shotgun,10d03a24-aa39-42c6-a077-92e0b6c0b86e
294,nipples visible through clothing,f058d48e-62f1-4710-8989-d7bacf182841
295,restaurant owner,36f1f39f-86b8-49b6-a888-747114acd761
296,extreme closeup,0a6707d6-cd0b-464c-82c1-6c2a01448d6b
297,killed with a sword,f4468764-562f-4883-827b-3dc28606959f
298,shot in the forehead,a00091be-e179-48d1-a40d-9e8be0da4cd7
299,neo noir,78fb355a-3900-4b96-bea8-a58b80186c1c
300,gore,4ac72af4-d06b-4e9c-bc8d-bc3d3503f987
301,code,39c944f2-9fb1-4126-8591-631465ca4e1b
302,flashback humor,11f51b48-933c-470f-b805-37d050934152
303,girl in panties,387b7e7c-4c78-4617-b6ba-d137df64270b
304,freeze frame,6738037b-fcf0-440c-8cbb-2170f1fd3401
305,milkshake,abc316a0-2ecc-49e8-a6e5-b0684d44bda8
306,wrestler,7871b676-368b-4eb3-945d-2903ee38a44c
307,sprite soda,fa5ae945-c817-4c47-b200-045ef706da8e
308,f word,1799fa4e-f193-4098-8ebf-d56d73091523
309,elevator,b5f01362-a251-41a8-880e-1e71029c1f5f
310,cleavage,a1ad7524-6053-46cf-bbf3-b934e75a5aa7
311,white panties,110bd86a-39a2-438d-8ffc-65519dfe905d
312,drug,3b19f984-c830-4697-b592-4edf809051c1
313,hit on the head,9be66fec-91b9-44df-92c6-aa9117b11f50
314,boxing,037bce36-d884-4f74-93c4-9147884c3576
315,fool,97ba0a78-9ceb-4ee0-a582-b65d1b831299
316,interrogation,9cb74fd9-4481-4c02-95e5-7f8113ef0f0e
317,woman smoker,ecb494ab-d2ad-4a1d-96d1-6a39abbcde75
318,injection into the heart,83946625-a381-4d8c-9665-d1a65798b469
319,fantasy sequence,6cae53ec-fdf6-477d-8e8d-69253bbb902c
320,directed by co star,cd5089ae-db76-4b2a-82df-d003eb0a1d57
321,fake blood,bb6c0415-4843-47bc-8114-9fb8e5f5a58a
322,shot through a wall,6376777f-faa3-419d-abf3-d4e0a2faaafb
323,impersonating a police officer,aafcf7b0-bcf4-4541-a591-32ea710f1d8e
324,husband wife relationship,3a4d60e9-1eda-4b1e-a79c-52e0957e399d
325,drug dealing,93e39294-8fbd-4eed-a9ea-2c3405fe2315
326,nonlinear timeline,bc9cee06-e209-4fac-a67d-df903fb13cfa
327,corpse,9830242e-c97b-44ed-9639-e0c8424fe681
328,watching tv,aa89f70a-a1a2-454d-92f3-6f1df7f55cb7
329,black suit clad killer,4dee557d-356e-49fb-bea7-89027a35691a
330,gold watch,20898156-a745-429a-b684-8c5a67130e02
331,assault,084c9601-c99d-4a68-a8ce-5301e1d3f3d9
332,male nudity,bea81ebc-e470-4dc4-9b95-ed45c25b648f
333,no background score,fb0b6a85-4ce7-4e14-a604-f22f586d23b8
334,telephone call,6aa04fbc-fff9-48d0-b611-eb3802e8e72f
335,sex slave,2857a472-33db-4513-a6e1-30b9fd6315b3
336,shower,e70b62be-8f22-4a1a-a672-7f9b8c187faa
337,tuxedo,dbef862b-fae6-4a27-ad70-b94cba0bb7ee
338,bound and gagged,36d13c4d-ab29-49aa-8793-b022ff8e1d1a
339,impersonating mamie van doren,c566ec14-ce6b-48fd-b4ad-572f21da42d8
340,shot in the chest,683177b7-b315-44b1-9807-36e8e083d103
341,hit in the face,b342a53f-5abd-43f7-9282-c0db99dc2bc8
342,joint,05f1ea5f-3cfe-419b-a20f-0a53396f72fb
343,themed restaurant,faef443f-ac28-4afd-a3a5-f30cdac72f88
344,drugs,3ce65e1a-c6a0-4600-add6-e96d8264be4f
345,claw hammer,3b01432b-24a9-452b-b0bb-9f1c2861a31d
346,black comedy,99aeab25-dd59-4c50-8084-094e9dd84617
347,heroin,30308968-001b-4b0f-bdbf-b79a10223a91
348,prologue,2c533901-5ca0-43eb-b69b-9564b404d1cc
349,blood,f84234d6-685b-4d24-9af8-22241253aacc
350,flashback,7a139616-97d0-407b-b55c-c05eae3dde71
351,pop tart,4f079947-b0d3-47f4-ab5b-162709b8e1c2
352,riding motorcycle,8ecffa6d-d941-4747-9114-6fbc09e4441c
353,barefoot,8962f7bb-a22b-4d6b-a76a-218253c5b2e7
354,adrenaline,c3dd009a-3ffe-4249-8924-12540c86d8f7
355,chapterwise storytelling,1f0a81da-a220-4733-9770-a8f400c2f0d7
356,anti hero,3cd5cdce-ec2b-4a1f-a84b-44da89dffc0a
357,actress,0d1b555c-11fa-487f-bdab-1633d6098981
358,singing,7a3e2213-0fc1-4a01-aea9-a9ab74fd78d2
359,cult tv reference,3c4d899a-c2b7-4e6d-a17d-12d71ba84e28
360,moral ambiguity,d77357e7-bf60-4fca-9d13-e93195684040
361,tied to a chair,7dfae9f7-3717-40ed-9e9e-6562c8cf4bf3
362,mexican standoff,a97af0a7-4824-4464-93c5-d652f06c2c63
363,two killers,792f26f9-31e3-4f33-83d8-c795371d6476
364,intercom,8c99f899-8eff-4086-8f2f-a82eeeeea38e
365,drug snorting,d80330ba-b751-4a52-a4d3-759f99283864
366,taxi,0ed35703-1b97-4bea-bfdd-2ffb76ce5ef7
367,impersonating marilyn monroe,853f4e93-8c0d-47d3-97ea-ace1326df00f
368,near death experience,3478d46c-80de-485a-9866-33db294c368a
369,cocaine snorting,5400e7f7-c0ea-49a0-a1cd-8ab13a6d2c28
370,multiple time frames,23be6193-ec4a-4351-92ee-25e0b4eb0582
371,blood on shirt,25ea4a7a-0b87-4758-85b3-c2863bd4d53b
372,robber,90972150-74d3-438b-9a76-c9f0104ab750
373,blood spatter,28e95830-88ac-4bdf-809e-f715083a821f
374,upskirt,7840720e-14de-4c52-9eee-0a749c9c2d76
375,scantily clad female,d943b365-2f14-43a0-98d0-1a64d42ecb7d
376,piercing,84042ec7-d68a-4b47-a6e8-3b04fb5f8add
377,talking while driving,e4071d14-30b9-4f21-865a-d156197d8bf7
378,multiple perspectives,9a4b1292-071f-418c-a470-a2122cb32c77
379,homosexual rape,bd95428d-c412-4828-a36a-99732abe2fcb
380,shot in the arm,33ec6af2-3d1f-44c1-aac2-128a714db0db
381,rolling a joint,95d3efe5-4958-4033-b61a-ae4031bae3ca
382,shot in the crotch,1f5147ce-cb95-482f-8d69-7d15909cfd7c
383,female bare feet,7e5750d6-0ef4-4655-b167-5b0d6eb0faa6
384,slot car racing,7a98b0fb-6bf5-4908-a305-4e769fab95ed
385,revenge,cd96f23b-1200-46ee-9343-9c51f1b346ae
386,secret briefcase,83b2ab06-398b-4edb-9f6b-d73b22917491
387,celebrity impersonator,e84c3c15-2d21-4b74-9ffd-a3c36fb91f4e
388,macguffin,9636c95c-18e8-4f98-8929-8495efb155b6
389,male wearing an earring,048523d2-067d-4941-9713-db21f74bb301
390,apartment building,35f1a633-2dd3-48bd-8c34-73a56d22cd21
391,cup of coffee,864fa258-298b-4139-9cd9-2f2c12780307
392,humiliation,f8ab7768-2bb6-4588-8268-43b61135dd21
393,phonograph,a950b458-0154-466c-b446-7652d03960cc
394,caged human,84a71894-493d-4970-a4a9-4b3d4a605d54
395,nosebleed,ddcc34fa-c902-464c-947a-32bfecaf26cd
396,two on a motorcycle,da64324c-7ddc-4cc1-81de-fe1a326e73b0
397,postmodern,53d77d42-8719-483c-bb7c-3afbe767cbb0
398,reading book,47b6c433-324a-4b93-994a-a7d306cb6864
399,number in character's name,88beedde-932b-4850-81ba-e61eaf96f31c
400,secret code,34c06fff-9f0d-470a-ad7a-a5dbd621db27
401,bathroom,acc1aaa0-b7f3-420e-95ad-544c9adcb0c8
402,rapist,43fbb28f-852b-48be-a5e7-29d326c58e01
403,military officer,e76d9330-a7cc-4cff-bf01-b578bf5a3f49
404,sexual reference,4bee80f1-0aaa-4a43-8673-95c9495a2386
405,fixed fight,529cfbed-647a-42cb-951b-8cd4bfa8263b
406,knocked out,b5611530-975d-4505-9029-03fe846ad646
407,vietnam veteran,c4e0212b-c3a7-4f64-a4cf-aea17fdf8599
408,mini dress,323d7cd7-7950-4e47-9fad-edaa0b8dfdc9
409,alarm,bdbd5f7c-363f-46b7-9903-94865d3e234d
410,male with long hair,d85b29db-db1d-4d80-bf08-8c1e10a73b44
411,automatic weapon,b8664d3b-b88f-41bd-8af5-866e71029ef3
412,trophy,07c0c15b-7b40-4006-97e9-6d77455a95d7
413,katana,85f53009-96a4-4155-a39b-60c4cb209e05
414,foot chase,cb46ac91-67b4-40b7-abe6-396e245afa18
415,wallet,71f66da5-b31c-4680-86d0-7a9d53a8fb8f
416,katana sword,34cfdbe0-9eda-4c7f-ad11-cc8b66fa1ad2
417,crime gone awry,13386f2e-c7f3-4e97-a9db-1bc841acbcbc
418,racial slur,0a44b012-ffb8-4c82-a497-ce8a6460772f
419,baseball bat,014abbb1-1cb6-4a7d-b7b2-b540d7bf6900
420,punched in the face,13388e24-1c6f-4368-a3ca-57ed0121c966
421,gold,f1c657c2-e991-43ad-84a5-620d4c87599e
422,blood on face,957cac51-faac-49b9-bf92-3ef51fd80ff5
423,collision course,eeeb622b-b8f3-493e-a5f2-ca7422cc800b
424,overdose,ba3ded44-d938-4677-be96-9d8bb390cb80
425,twist the dance,1411c759-0db7-41d0-8776-4c91081cf782
426,brutality,d18a3ca7-0a1e-4d9b-a65a-4e7e48e4a260
427,hitman,b11997f5-ff19-4302-95e4-846b5ed5387e
428,ball gag,c419b959-ca44-4f94-8de2-de55c58dee7d
429,chapter headings,2de9f69e-f396-4c76-80f3-5b3364df3980
430,drug addiction,e6da8228-96f6-4a22-9fdf-7d3467480280
431,gourmet,98695e28-2aaf-4b25-be76-b82fbd467696
432,car accident,b3a3552e-c804-4cab-9513-0c680e423b6e
433,impersonating ed sullivan,80968236-12fb-4ee5-a347-5fa56dce87d0
434,slurping a drink with a straw,27b0b97a-3e09-4006-b607-fa4065d78b94
435,gun held to one's head,b60c3fe1-b3c4-4033-94c4-2e78e64027a4
436,some scenes in black and white,0a85bfe4-c62a-4939-82b0-fa55876bf6b9
437,cunnilingus,cb79c26e-f425-41d5-8d14-91ee15c547a7
438,gun,1606ccb7-5638-4890-abe0-0c3e487c4d1c
439,drug overdose,49ca4bb8-98ab-468f-9dd7-55d8f63daeeb
440,head wound,52a9bf83-f47e-4128-90fe-cde0b3d95815
441,killed with a gun,799ba9e6-5470-4d1d-9386-cd64ea80c222
442,leather mask,ec7fe9b1-ed68-4dcc-860e-c2cf7aed8c08
443,bullet wound,678d6467-0e01-4076-b79c-94eaa5969aac
444,african american,8b425c2b-dce5-46aa-b456-1f40aaa2bfcf
445,accidental killing,e3c5f128-2529-43f7-9de7-1412453dadb4
446,motel,f29e38f3-e4f9-418a-93bd-4820b6f9d044
447,abdomen slashed,ea38c5d2-7e7b-43ff-a5e5-d2c8186e39ff
448,watching the three stooges,6ae4b77b-5d47-4003-bf1e-fa6afd2c3eab
449,finger gun,d2352254-df06-42b4-adc9-8f4730484e86
450,boyfriend girlfriend relationship,0d9fcab6-be3a-4316-8d92-c5ea1d8d6d3d
451,surrender,ce3837cd-5634-48b4-a1ec-9ab0ed4de0b4
452,shotgun,9757b2c8-6b94-468b-a4f9-b98d21f70bce
453,zippo lighter,50d0150a-1cc6-4081-925b-fb55068e13fe
454,long take,20251c0d-a788-496b-83c6-759ecb7b74a3
455,divine intervention,1ad7f31f-a306-4b88-af42-1c501058affd
467,1960s,4eef1d99-e0d6-4a9d-867b-1b4c940a6c91
468,1940s,9b2cc819-4dbe-4cd9-84f9-da8f73479366
469,1950s,ed75c46f-75a1-42d3-87d0-86df5bb066b1
470,police brutality,7fc84427-4d19-45ea-80d5-9ab77a6fd7b6
493,love at first sight,0adb8bff-f42f-4399-8c7a-0f6d1c528203
494,loss of father,f41d3446-a117-45fc-861b-1e2189062110
511,blut,97bc29b1-8933-49d9-ba72-6cc7fb9ecc7c
512,italo-american,c3e1e1e7-bab8-49e3-9385-d88348d3ec21
513,cuba,eb380619-8340-4ede-8905-c478138d49f2
514,praise,a5ba2e2b-9ea0-4d43-804d-4249ef1a1abc
527,bounty hunter,ac21d826-c015-4918-8766-3c18dd0f4b32
528,refugee,8befe2f1-f60f-4519-ac34-54e648731691
529,1860s,32b037a0-76fb-4e00-8a02-177cd820cdfc
530,gallows,3079a16d-2093-4d62-a1da-6287ae10b9b1
531,army,b88fc489-3ec3-4d82-9015-49e4ddfebebb
552,chaos,73a2843d-8112-41eb-9294-72af0a85d173
553,gotham city,4f23d6ac-8b53-4029-8504-e8d935c9c613
554,joker,512f3dad-551b-49a0-923f-e6b86e8c3326
555,sadism,a02eb356-432b-44e7-9758-c399914240c7
556,crime fighter,d9d4dd3b-d80f-4962-be49-0c99f058f557
557,superhero,adfa095e-7d35-4d61-a765-991212294b45
558,vigilante,a05969d1-7dd4-4cfb-ab43-0a4127c613dc
559,batman,25772611-cc75-413b-a5a6-1e91cfdbd35b
560,based on comic,1518f9a1-cb51-41a7-9072-8847231e11a3
561,secret identity,1ae6d6ff-2cad-41a4-bbfa-776a1d6e2784
562,tragic hero,dbd4d58a-f8b1-4417-894a-13d6213a7e00
563,super villain,bcfe3b08-2879-4af0-939b-99e0f8b33253
581,burglar,44c824ac-b3d7-4ce6-86df-57023be82092
582,mayor,a2cfab6a-2d0e-4b00-9f70-8322af01a9fc
583,hostage drama,b89b9472-3461-473d-84c2-a8fdfc6eb5e3
584,time bomb,54358a65-e9e1-4619-a32a-688737fe22c4
585,legend,964d5fbc-827a-4df7-b075-5e637901baaf
586,cover up,062d2c51-3875-4248-8323-2a575f39af69
587,villainess,264d811a-b63f-41d4-aac4-1a8f3893e283
588,terrorism,f81922ed-1e5b-46cd-bbd2-b792ac850106
589,destruction,a4de52d7-2c1f-4578-9db8-2f9a16ad1a72
590,fictional city,316b596b-7efe-4f47-804e-c246fbbdf395
591,cat burglar,7be3ac81-7264-490a-b58f-daed1a3fc0f1
592,statue,ac35b512-7cdb-4966-aac3-6454299cc9b6
593,flood,13221f14-4746-4bea-ab8f-532d1924b5dc
594,hostage killed,a380c505-39ef-45b6-9c73-c559b356826a
595,woman kills man,8d198d40-6fed-4da2-9f1e-c3fba8efde42
596,football field,a57bb5de-0eea-49de-946b-6fe19790c29b
597,criminal underworld,b353918a-9378-45e2-b833-cd82deca977a
612,concentration camp,d055c3d1-1338-4bcf-9346-4ab60abd3107
613,factory,0eb9c40b-e952-43ff-957c-4bc9a7164277
